Serial No.,College Name,Info Data
817,Apex Professional University - [APU],"Apex Professional University APU is a non-profit, private university, established in 2013, by the Government of Arunachal Pradesh and Apex Foundation, Bangalore, located at the Pasighat in Distt. East Siang, Arunachal Pradesh. The University offers various courses at UG, PG & PhD levels."
818,Haridwar University,"Haridwar University, Roorkee formerly known as Roorkee College of Engineering is awarded the “Best Upcoming Engineering College in Uttarakhand Award” under CMAI National Uttarakhand Award Jointly by CMAI, AICTE, UTU and awarded the “Best Technical Institute in Uttarakhand Award” by CMAI, AICTE, and MTU. Haridwar University offers undergraduate, postgraduate and diploma programs in the discipline of Engineering, Pharmacy, Management, Tourism Management, etc."
819,Providence College of Engineering,"Providence College of Engineering and School of Business (PCESB), Chengannur was established in 2015, is affiliated with AKTU and approved by AICTE. The college offers B.Tech program at the undergraduate level and MBA program at the postgraduate level. Admission to the PCESB Chengannur is done on the basis of KEAM/KMAT/CMAT/CAT scores. Additionally, more than 80%-90% eligible students got placed from the 2015-19 batch across multiple companies. The highest package is offered at INR 3.2 LPA and the average package is offered at INR 2 LPA. Some of the top recruiters are IBM, UST Global TCS, Stanadyne, Habitat, Capgemini, etc."
820,Dr. NGP Institute of Technology,"Dr. N.G.P. Institute of Technology (NGPIT) is one of the institutes run by KMCH & Dr. NGP Educational trust. Graduates from the institute are placed in well-reputed companies such as IBM, HDFC Bank, HCL, FSS, ZIFO, Cognizant, Amazon, Aspire Systems, etc. The average salary package received by the students stands at INR 3 LPA and the highest package reaches up to INR 10 LPA. NGPIT offers UG, PG, and Doctoral programs in the fields of Engineering and Management. Admission to the institute is entrance-based. The accepted exam scores are TANCET and GATE."
821,Gwalior Engineering College - [GEC],No data found
822,United Group of Institutions - [UGI],"The United Group, founded by the late Shri Shiv Ram Das Gulati in 1951, provides technical and management education. United Group of Institutions encompasses 09 well-established institutes in Allahabad and Greater Noida. The Institutions are affiliated to AKTU, Lucknow and Prof. Rajendra Singh (Rajju Bhaiya) University, Prayagraj, and approved by the All-India Council for Technical Education (AICTE)."
823,Sarvepalli Radhakrishnan University - [SRK],"Sarvepalli Radhakrishnan University Bhopal, is a private university, established by RKDF Group, recognized by MP Private Universities Regulatory Commission under section MP Act No: 17 of 2007 & covered U/S 2 (f) of UGC Act in 2015, located in the Bhopal city of Madhya Pradesh. The university offers various full time degree courses in Medical, Management, Engineering, Commerce and other UG & PG programs."
824,Ajeenkya DY Patil University - [ADYPU],"Ajeenkya DY Patil University (ADYPU) was established in 2015. The university is ranked 10th in Emerging Engineering Institutes Placement by Times Engineering Survey 2020 and ranked 3rd in Top Emerging Institutes. ADYPU offers Undergraduate, Postgraduate, and PhD programs in the discipline of Engineering, Management, Design and many more."
825,H.V.P.Mandal's College of Engineering & Technology,"H.V. P Mandal’s College of Engineering and Technology (HVPM-COET) was established in 2002 in Amravati, Maharashtra. It is approved by AICTE and DTE. The college is affiliated to Sant Gadge Baba Amravati University. HVPM-COET offers only B.E course at UG level and MBA and M.E at PG level. Admissions to the college are entrance based. Candidates can apply to the college in online mode."
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",Adani Institute of Infrastructure Engineering (AIIE) was founded in the year 2015. It is the leading Global Economic Academic Institution in the Infrastructure sphere contributing to nation building and provides youngsters with requisite skills development with training and a platform to be 'Nation Builders’.
827,IAMR Group of Institutions - [IAMR],"IAMR Group of Institutions (IAMR), Ghaziabad is ranked 52nd by SiliconIndia Education B-Survey and ranked A+ by Business and Management Chronicle. The institution offers undergraduate and postgraduate courses in the discipline of Engineering, Management, Physiotherapy, Law and many more. IAMR has 5 institutes and 1 school in Ghaziabad and Meerut."
828,Amritsar Group of Colleges - [AGC],"Amritsar Group of Colleges (AGC), Amritsar has become a pioneer of world-class education for the last 16 years. AGC offers degree courses in the discipline of Engineering & Technology, Law and Pharmacy. Admission to various UG and PG courses is done on the basis of AGC NEST conducted by the institute. AGC has placed more than 4567 students in its on-campus placement. The highest package is recorded at INR 40 LPA and the average package ranges from INR 10-12 LPA. Some of the potential employers of AGC are TCS, Infosys, Cognizant, Accenture, Amazon, iGate, Tech Mahindra, AON, Luminous, IBM, Ericsson, LG Soft, Indus Tower, ITC, GVK, Daikin Air Conditioning, Polaris, Appirio, Sopra Steria, HCL, NagarroEscorts, Eicher, Michigan Tyres, etc. The AGC campus is spread over more than 16 acres of land and has many colleges which offer a wide range of courses. These colleges are:"
